test_id,adult_males,subadult_males,adult_females,juveniles,pups
15651,5,4,26,15,11
15652,5,4,26,15,11
15653,5,4,26,15,11
15654,5,4,26,15,11
15655,5,4,26,15,11
15656,5,4,26,15,11
15657,5,4,26,15,11
15658,5,4,26,15,11
15659,5,4,26,15,11
15660,5,4,26,15,11
15661,5,4,26,15,11
15662,5,4,26,15,11
15663,5,4,26,15,11
15664,5,4,26,15,11
15665,5,4,26,15,11
15666,5,4,26,15,11
15667,5,4,26,15,11
15668,5,4,26,15,11
15669,5,4,26,15,11
15670,5,4,26,15,11
15671,5,4,26,15,11
15672,5,4,26,15,11
15673,5,4,26,15,11
15674,5,4,26,15,11
15675,5,4,26,15,11
15676,5,4,26,15,11
15677,5,4,26,15,11
15678,5,4,26,15,11
15679,5,4,26,15,11
15680,5,4,26,15,11
15681,5,4,26,15,11
15682,5,4,26,15,11
15683,5,4,26,15,11
15684,5,4,26,15,11
15685,5,4,26,15,11
15686,5,4,26,15,11
15687,5,4,26,15,11
15688,5,4,26,15,11
15689,5,4,26,15,11
15690,5,4,26,15,11
15691,5,4,26,15,11
15692,5,4,26,15,11
15693,5,4,26,15,11
15694,5,4,26,15,11
15695,5,4,26,15,11
15696,5,4,26,15,11
15697,5,4,26,15,11
15698,5,4,26,15,11
15699,5,4,26,15,11
15700,5,4,26,15,11
15701,5,4,26,15,11
15702,5,4,26,15,11
15703,5,4,26,15,11
15704,5,4,26,15,11
15705,5,4,26,15,11
15706,5,4,26,15,11
15707,5,4,26,15,11
15708,5,4,26,15,11
15709,5,4,26,15,11
15710,5,4,26,15,11
15711,5,4,26,15,11
15712,5,4,26,15,11
15713,5,4,26,15,11
15714,5,4,26,15,11
15715,5,4,26,15,11
15716,5,4,26,15,11
15717,5,4,26,15,11
15718,5,4,26,15,11
15719,5,4,26,15,11
15720,5,4,26,15,11
15721,5,4,26,15,11
15722,5,4,26,15,11
15723,5,4,26,15,11
15724,5,4,26,15,11
15725,5,4,26,15,11
15726,5,4,26,15,11
15727,5,4,26,15,11
15728,5,4,26,15,11
15729,5,4,26,15,11
15730,5,4,26,15,11
15731,5,4,26,15,11
15732,5,4,26,15,11
15733,5,4,26,15,11
15734,5,4,26,15,11
15735,5,4,26,15,11
15736,5,4,26,15,11
15737,5,4,26,15,11
15738,5,4,26,15,11
15739,5,4,26,15,11
15740,5,4,26,15,11
15741,5,4,26,15,11
15742,5,4,26,15,11
15743,5,4,26,15,11
15744,5,4,26,15,11
15745,5,4,26,15,11
15746,5,4,26,15,11
15747,5,4,26,15,11
15748,5,4,26,15,11
15749,5,4,26,15,11
15750,5,4,26,15,11
15751,5,4,26,15,11
15752,5,4,26,15,11
15753,5,4,26,15,11
15754,5,4,26,15,11
15755,5,4,26,15,11
15756,5,4,26,15,11
15757,5,4,26,15,11
15758,5,4,26,15,11
15759,5,4,26,15,11
15760,5,4,26,15,11
15761,5,4,26,15,11
15762,5,4,26,15,11
15763,5,4,26,15,11
15764,5,4,26,15,11
15765,5,4,26,15,11
15766,5,4,26,15,11
15767,5,4,26,15,11
15768,5,4,26,15,11
15769,5,4,26,15,11
15770,5,4,26,15,11
15771,5,4,26,15,11
15772,5,4,26,15,11
15773,5,4,26,15,11
15774,5,4,26,15,11
15775,5,4,26,15,11
15776,5,4,26,15,11
15777,5,4,26,15,11
15778,5,4,26,15,11
15779,5,4,26,15,11
15780,5,4,26,15,11
15781,5,4,26,15,11
15782,5,4,26,15,11
15783,5,4,26,15,11
15784,5,4,26,15,11
15785,5,4,26,15,11
15786,5,4,26,15,11
15787,5,4,26,15,11
15788,5,4,26,15,11
15789,5,4,26,15,11
15790,5,4,26,15,11
15791,5,4,26,15,11
15792,5,4,26,15,11
15793,5,4,26,15,11
15794,5,4,26,15,11
15795,5,4,26,15,11
15796,5,4,26,15,11
15797,5,4,26,15,11
15798,5,4,26,15,11
15799,5,4,26,15,11
15800,5,4,26,15,11
15801,5,4,26,15,11
15802,5,4,26,15,11
15803,5,4,26,15,11
15804,5,4,26,15,11
15805,5,4,26,15,11
15806,5,4,26,15,11
15807,5,4,26,15,11
15808,5,4,26,15,11
15809,5,4,26,15,11
15810,5,4,26,15,11
15811,5,4,26,15,11
15812,5,4,26,15,11
15813,5,4,26,15,11
15814,5,4,26,15,11
15815,5,4,26,15,11
15816,5,4,26,15,11
15817,5,4,26,15,11
15818,5,4,26,15,11
15819,5,4,26,15,11
15820,5,4,26,15,11
15821,5,4,26,15,11
15822,5,4,26,15,11
15823,5,4,26,15,11
15824,5,4,26,15,11
15825,5,4,26,15,11
15826,5,4,26,15,11
15827,5,4,26,15,11
15828,5,4,26,15,11
15829,5,4,26,15,11
15830,5,4,26,15,11
15831,5,4,26,15,11
15832,5,4,26,15,11
15833,5,4,26,15,11
15834,5,4,26,15,11
15835,5,4,26,15,11
15836,5,4,26,15,11
15837,5,4,26,15,11
15838,5,4,26,15,11
15839,5,4,26,15,11
15840,5,4,26,15,11
15841,5,4,26,15,11
15842,5,4,26,15,11
15843,5,4,26,15,11
15844,5,4,26,15,11
15845,5,4,26,15,11
15846,5,4,26,15,11
15847,5,4,26,15,11
15848,5,4,26,15,11
15849,5,4,26,15,11
15850,5,4,26,15,11
15851,5,4,26,15,11
15852,5,4,26,15,11
15853,5,4,26,15,11
15854,5,4,26,15,11
15855,5,4,26,15,11
15856,5,4,26,15,11
15857,5,4,26,15,11
15858,5,4,26,15,11
15859,5,4,26,15,11
15860,5,4,26,15,11
15861,5,4,26,15,11
15862,5,4,26,15,11
15863,5,4,26,15,11
15864,5,4,26,15,11
15865,5,4,26,15,11
15866,5,4,26,15,11
15867,5,4,26,15,11
15868,5,4,26,15,11
15869,5,4,26,15,11
15870,5,4,26,15,11
15871,5,4,26,15,11
15872,5,4,26,15,11
15873,5,4,26,15,11
15874,5,4,26,15,11
15875,5,4,26,15,11
15876,5,4,26,15,11
15877,5,4,26,15,11
15878,5,4,26,15,11
15879,5,4,26,15,11
15880,5,4,26,15,11
15881,5,4,26,15,11
15882,5,4,26,15,11
15883,5,4,26,15,11
15884,5,4,26,15,11
15885,5,4,26,15,11
15886,5,4,26,15,11
15887,5,4,26,15,11
15888,5,4,26,15,11
15889,5,4,26,15,11
15890,5,4,26,15,11
15891,5,4,26,15,11
15892,5,4,26,15,11
15893,5,4,26,15,11
15894,5,4,26,15,11
15895,5,4,26,15,11
15896,5,4,26,15,11
15897,5,4,26,15,11
15898,5,4,26,15,11
15899,5,4,26,15,11
15900,5,4,26,15,11
15901,5,4,26,15,11
15902,5,4,26,15,11
15903,5,4,26,15,11
15904,5,4,26,15,11
15905,5,4,26,15,11
15906,5,4,26,15,11
15907,5,4,26,15,11
15908,5,4,26,15,11
15909,5,4,26,15,11
15910,5,4,26,15,11
15911,5,4,26,15,11
15912,5,4,26,15,11
15913,5,4,26,15,11
15914,5,4,26,15,11
15915,5,4,26,15,11
15916,5,4,26,15,11
15917,5,4,26,15,11
15918,5,4,26,15,11
15919,5,4,26,15,11
15920,5,4,26,15,11
15921,5,4,26,15,11
15922,5,4,26,15,11
15923,5,4,26,15,11
15924,5,4,26,15,11
15925,5,4,26,15,11
15926,5,4,26,15,11
15927,5,4,26,15,11
15928,5,4,26,15,11
15929,5,4,26,15,11
15930,5,4,26,15,11
15931,5,4,26,15,11
15932,5,4,26,15,11
15933,5,4,26,15,11
15934,5,4,26,15,11
15935,5,4,26,15,11
15936,5,4,26,15,11
15937,5,4,26,15,11
15938,5,4,26,15,11
15939,5,4,26,15,11
15940,5,4,26,15,11
15941,5,4,26,15,11
15942,5,4,26,15,11
15943,5,4,26,15,11
15944,5,4,26,15,11
15945,5,4,26,15,11
15946,5,4,26,15,11
15947,5,4,26,15,11
15948,5,4,26,15,11
15949,5,4,26,15,11
15950,5,4,26,15,11
15951,5,4,26,15,11
15952,5,4,26,15,11
15953,5,4,26,15,11
15954,5,4,26,15,11
15955,5,4,26,15,11
15956,5,4,26,15,11
15957,5,4,26,15,11
15958,5,4,26,15,11
15959,5,4,26,15,11
15960,5,4,26,15,11
15961,5,4,26,15,11
15962,5,4,26,15,11
15963,5,4,26,15,11
15964,5,4,26,15,11
15965,5,4,26,15,11
15966,5,4,26,15,11
15967,5,4,26,15,11
15968,5,4,26,15,11
15969,5,4,26,15,11
15970,5,4,26,15,11
15971,5,4,26,15,11
15972,5,4,26,15,11
15973,5,4,26,15,11
15974,5,4,26,15,11
15975,5,4,26,15,11
15976,5,4,26,15,11
15977,5,4,26,15,11
15978,5,4,26,15,11
15979,5,4,26,15,11
15980,5,4,26,15,11
15981,5,4,26,15,11
15982,5,4,26,15,11
15983,5,4,26,15,11
15984,5,4,26,15,11
15985,5,4,26,15,11
15986,5,4,26,15,11
15987,5,4,26,15,11
15988,5,4,26,15,11
15989,5,4,26,15,11
15990,5,4,26,15,11
15991,5,4,26,15,11
15992,5,4,26,15,11
15993,5,4,26,15,11
15994,5,4,26,15,11
15995,5,4,26,15,11
15996,5,4,26,15,11
15997,5,4,26,15,11
15998,5,4,26,15,11
15999,5,4,26,15,11
16000,5,4,26,15,11
16001,5,4,26,15,11
16002,5,4,26,15,11
16003,5,4,26,15,11
16004,5,4,26,15,11
16005,5,4,26,15,11
16006,5,4,26,15,11
16007,5,4,26,15,11
16008,5,4,26,15,11
16009,5,4,26,15,11
16010,5,4,26,15,11
16011,5,4,26,15,11
16012,5,4,26,15,11
16013,5,4,26,15,11
16014,5,4,26,15,11
16015,5,4,26,15,11
16016,5,4,26,15,11
16017,5,4,26,15,11
16018,5,4,26,15,11
16019,5,4,26,15,11
16020,5,4,26,15,11
16021,5,4,26,15,11
16022,5,4,26,15,11
16023,5,4,26,15,11
16024,5,4,26,15,11
16025,5,4,26,15,11
16026,5,4,26,15,11
16027,5,4,26,15,11
16028,5,4,26,15,11
16029,5,4,26,15,11
16030,5,4,26,15,11
16031,5,4,26,15,11
16032,5,4,26,15,11
16033,5,4,26,15,11
16034,5,4,26,15,11
16035,5,4,26,15,11
16036,5,4,26,15,11
16037,5,4,26,15,11
16038,5,4,26,15,11
16039,5,4,26,15,11
16040,5,4,26,15,11
16041,5,4,26,15,11
16042,5,4,26,15,11
16043,5,4,26,15,11
16044,5,4,26,15,11
16045,5,4,26,15,11
16046,5,4,26,15,11
16047,5,4,26,15,11
16048,5,4,26,15,11
16049,5,4,26,15,11
16050,5,4,26,15,11
16051,5,4,26,15,11
16052,5,4,26,15,11
16053,5,4,26,15,11
16054,5,4,26,15,11
16055,5,4,26,15,11
16056,5,4,26,15,11
16057,5,4,26,15,11
16058,5,4,26,15,11
16059,5,4,26,15,11
16060,5,4,26,15,11
16061,5,4,26,15,11
16062,5,4,26,15,11
16063,5,4,26,15,11
16064,5,4,26,15,11
16065,5,4,26,15,11
16066,5,4,26,15,11
16067,5,4,26,15,11
16068,5,4,26,15,11
16069,5,4,26,15,11
16070,5,4,26,15,11
16071,5,4,26,15,11
16072,5,4,26,15,11
16073,5,4,26,15,11
16074,5,4,26,15,11
16075,5,4,26,15,11
16076,5,4,26,15,11
16077,5,4,26,15,11
16078,5,4,26,15,11
16079,5,4,26,15,11
16080,5,4,26,15,11
16081,5,4,26,15,11
16082,5,4,26,15,11
16083,5,4,26,15,11
16084,5,4,26,15,11
16085,5,4,26,15,11
16086,5,4,26,15,11
16087,5,4,26,15,11
16088,5,4,26,15,11
16089,5,4,26,15,11
16090,5,4,26,15,11
16091,5,4,26,15,11
16092,5,4,26,15,11
16093,5,4,26,15,11
16094,5,4,26,15,11
16095,5,4,26,15,11
16096,5,4,26,15,11
16097,5,4,26,15,11
16098,5,4,26,15,11
16099,5,4,26,15,11
16100,5,4,26,15,11
16101,5,4,26,15,11
16102,5,4,26,15,11
16103,5,4,26,15,11
16104,5,4,26,15,11
16105,5,4,26,15,11
16106,5,4,26,15,11
16107,5,4,26,15,11
16108,5,4,26,15,11
16109,5,4,26,15,11
16110,5,4,26,15,11
16111,5,4,26,15,11
16112,5,4,26,15,11
16113,5,4,26,15,11
16114,5,4,26,15,11
16115,5,4,26,15,11
16116,5,4,26,15,11
16117,5,4,26,15,11
16118,5,4,26,15,11
16119,5,4,26,15,11
16120,5,4,26,15,11
16121,5,4,26,15,11
16122,5,4,26,15,11
16123,5,4,26,15,11
16124,5,4,26,15,11
16125,5,4,26,15,11
16126,5,4,26,15,11
16127,5,4,26,15,11
16128,5,4,26,15,11
16129,5,4,26,15,11
16130,5,4,26,15,11
16131,5,4,26,15,11
16132,5,4,26,15,11
16133,5,4,26,15,11
16134,5,4,26,15,11
16135,5,4,26,15,11
16136,5,4,26,15,11
16137,5,4,26,15,11
16138,5,4,26,15,11
16139,5,4,26,15,11
16140,5,4,26,15,11
16141,5,4,26,15,11
16142,5,4,26,15,11
16143,5,4,26,15,11
16144,5,4,26,15,11
16145,5,4,26,15,11
16146,5,4,26,15,11
16147,5,4,26,15,11
16148,5,4,26,15,11
16149,5,4,26,15,11
16150,5,4,26,15,11
16151,5,4,26,15,11
16152,5,4,26,15,11
16153,5,4,26,15,11
16154,5,4,26,15,11
16155,5,4,26,15,11
16156,5,4,26,15,11
16157,5,4,26,15,11
16158,5,4,26,15,11
16159,5,4,26,15,11
16160,5,4,26,15,11
16161,5,4,26,15,11
16162,5,4,26,15,11
16163,5,4,26,15,11
16164,5,4,26,15,11
16165,5,4,26,15,11
16166,5,4,26,15,11
16167,5,4,26,15,11
16168,5,4,26,15,11
16169,5,4,26,15,11
16170,5,4,26,15,11
16171,5,4,26,15,11
16172,5,4,26,15,11
16173,5,4,26,15,11
16174,5,4,26,15,11
16175,5,4,26,15,11
16176,5,4,26,15,11
16177,5,4,26,15,11
16178,5,4,26,15,11
16179,5,4,26,15,11
16180,5,4,26,15,11
16181,5,4,26,15,11
16182,5,4,26,15,11
16183,5,4,26,15,11
16184,5,4,26,15,11
16185,5,4,26,15,11
16186,5,4,26,15,11
16187,5,4,26,15,11
16188,5,4,26,15,11
16189,5,4,26,15,11
16190,5,4,26,15,11
16191,5,4,26,15,11
16192,5,4,26,15,11
16193,5,4,26,15,11
16194,5,4,26,15,11
16195,5,4,26,15,11
16196,5,4,26,15,11
16197,5,4,26,15,11
16198,5,4,26,15,11
16199,5,4,26,15,11
16200,5,4,26,15,11
16201,5,4,26,15,11
16202,5,4,26,15,11
16203,5,4,26,15,11
16204,5,4,26,15,11
16205,5,4,26,15,11
16206,5,4,26,15,11
16207,5,4,26,15,11
16208,5,4,26,15,11
16209,5,4,26,15,11
16210,5,4,26,15,11
16211,5,4,26,15,11
16212,5,4,26,15,11
16213,5,4,26,15,11
16214,5,4,26,15,11
16215,5,4,26,15,11
16216,5,4,26,15,11
16217,5,4,26,15,11
16218,5,4,26,15,11
16219,5,4,26,15,11
16220,5,4,26,15,11
16221,5,4,26,15,11
16222,5,4,26,15,11
16223,5,4,26,15,11
16224,5,4,26,15,11
16225,5,4,26,15,11
16226,5,4,26,15,11
16227,5,4,26,15,11
16228,5,4,26,15,11
16229,5,4,26,15,11
16230,5,4,26,15,11
16231,5,4,26,15,11
16232,5,4,26,15,11
16233,5,4,26,15,11
16234,5,4,26,15,11
16235,5,4,26,15,11
16236,5,4,26,15,11
16237,5,4,26,15,11
16238,5,4,26,15,11
16239,5,4,26,15,11
16240,5,4,26,15,11
16241,5,4,26,15,11
16242,5,4,26,15,11
16243,5,4,26,15,11
16244,5,4,26,15,11
16245,5,4,26,15,11
16246,5,4,26,15,11
16247,5,4,26,15,11
16248,5,4,26,15,11
16249,5,4,26,15,11
16250,5,4,26,15,11
16251,5,4,26,15,11
16252,5,4,26,15,11
16253,5,4,26,15,11
16254,5,4,26,15,11
16255,5,4,26,15,11
16256,5,4,26,15,11
16257,5,4,26,15,11
16258,5,4,26,15,11
16259,5,4,26,15,11
16260,5,4,26,15,11
16261,5,4,26,15,11
16262,5,4,26,15,11
16263,5,4,26,15,11
16264,5,4,26,15,11
16265,5,4,26,15,11
16266,5,4,26,15,11
16267,5,4,26,15,11
16268,5,4,26,15,11
16269,5,4,26,15,11
16270,5,4,26,15,11
16271,5,4,26,15,11
16272,5,4,26,15,11
16273,5,4,26,15,11
16274,5,4,26,15,11
16275,5,4,26,15,11
16276,5,4,26,15,11
16277,5,4,26,15,11
16278,5,4,26,15,11
16279,5,4,26,15,11
16280,5,4,26,15,11
16281,5,4,26,15,11
16282,5,4,26,15,11
16283,5,4,26,15,11
16284,5,4,26,15,11
16285,5,4,26,15,11
16286,5,4,26,15,11
16287,5,4,26,15,11
16288,5,4,26,15,11
16289,5,4,26,15,11
16290,5,4,26,15,11
16291,5,4,26,15,11
16292,5,4,26,15,11
16293,5,4,26,15,11
16294,5,4,26,15,11
16295,5,4,26,15,11
16296,5,4,26,15,11
16297,5,4,26,15,11
16298,5,4,26,15,11
16299,5,4,26,15,11
16300,5,4,26,15,11
16301,5,4,26,15,11
16302,5,4,26,15,11
16303,5,4,26,15,11
16304,5,4,26,15,11
16305,5,4,26,15,11
16306,5,4,26,15,11
16307,5,4,26,15,11
16308,5,4,26,15,11
16309,5,4,26,15,11
16310,5,4,26,15,11
16311,5,4,26,15,11
16312,5,4,26,15,11
16313,5,4,26,15,11
16314,5,4,26,15,11
16315,5,4,26,15,11
16316,5,4,26,15,11
16317,5,4,26,15,11
16318,5,4,26,15,11
16319,5,4,26,15,11
16320,5,4,26,15,11
16321,5,4,26,15,11
16322,5,4,26,15,11
16323,5,4,26,15,11
16324,5,4,26,15,11
16325,5,4,26,15,11
16326,5,4,26,15,11
16327,5,4,26,15,11
16328,5,4,26,15,11
16329,5,4,26,15,11
16330,5,4,26,15,11
16331,5,4,26,15,11
16332,5,4,26,15,11
16333,5,4,26,15,11
16334,5,4,26,15,11
16335,5,4,26,15,11
16336,5,4,26,15,11
16337,5,4,26,15,11
16338,5,4,26,15,11
16339,5,4,26,15,11
16340,5,4,26,15,11
16341,5,4,26,15,11
16342,5,4,26,15,11
16343,5,4,26,15,11
16344,5,4,26,15,11
16345,5,4,26,15,11
16346,5,4,26,15,11
16347,5,4,26,15,11
16348,5,4,26,15,11
16349,5,4,26,15,11
16350,5,4,26,15,11
16351,5,4,26,15,11
16352,5,4,26,15,11
16353,5,4,26,15,11
16354,5,4,26,15,11
16355,5,4,26,15,11
16356,5,4,26,15,11
16357,5,4,26,15,11
16358,5,4,26,15,11
16359,5,4,26,15,11
16360,5,4,26,15,11
16361,5,4,26,15,11
16362,5,4,26,15,11
16363,5,4,26,15,11
16364,5,4,26,15,11
16365,5,4,26,15,11
16366,5,4,26,15,11
16367,5,4,26,15,11
16368,5,4,26,15,11
16369,5,4,26,15,11
16370,5,4,26,15,11
16371,5,4,26,15,11
16372,5,4,26,15,11
16373,5,4,26,15,11
16374,5,4,26,15,11
16375,5,4,26,15,11
16376,5,4,26,15,11
16377,5,4,26,15,11
16378,5,4,26,15,11
16379,5,4,26,15,11
16380,5,4,26,15,11
16381,5,4,26,15,11
16382,5,4,26,15,11
16383,5,4,26,15,11
16384,5,4,26,15,11
16385,5,4,26,15,11
16386,5,4,26,15,11
16387,5,4,26,15,11
16388,5,4,26,15,11
16389,5,4,26,15,11
16390,5,4,26,15,11
16391,5,4,26,15,11
16392,5,4,26,15,11
16393,5,4,26,15,11
16394,5,4,26,15,11
16395,5,4,26,15,11
16396,5,4,26,15,11
16397,5,4,26,15,11
16398,5,4,26,15,11
16399,5,4,26,15,11
16400,5,4,26,15,11
16401,5,4,26,15,11
16402,5,4,26,15,11
16403,5,4,26,15,11
16404,5,4,26,15,11
16405,5,4,26,15,11
16406,5,4,26,15,11
16407,5,4,26,15,11
16408,5,4,26,15,11
16409,5,4,26,15,11
16410,5,4,26,15,11
16411,5,4,26,15,11
16412,5,4,26,15,11
16413,5,4,26,15,11
16414,5,4,26,15,11
16415,5,4,26,15,11
16416,5,4,26,15,11
16417,5,4,26,15,11
16418,5,4,26,15,11
16419,5,4,26,15,11
16420,5,4,26,15,11
16421,5,4,26,15,11
16422,5,4,26,15,11
16423,5,4,26,15,11
16424,5,4,26,15,11
16425,5,4,26,15,11
16426,5,4,26,15,11
16427,5,4,26,15,11
16428,5,4,26,15,11
16429,5,4,26,15,11
16430,5,4,26,15,11
16431,5,4,26,15,11
16432,5,4,26,15,11
16433,5,4,26,15,11
16434,5,4,26,15,11
16435,5,4,26,15,11
16436,5,4,26,15,11
16437,5,4,26,15,11
16438,5,4,26,15,11
16439,5,4,26,15,11
16440,5,4,26,15,11
16441,5,4,26,15,11
16442,5,4,26,15,11
16443,5,4,26,15,11
16444,5,4,26,15,11
16445,5,4,26,15,11
16446,5,4,26,15,11
16447,5,4,26,15,11
16448,5,4,26,15,11
16449,5,4,26,15,11
16450,5,4,26,15,11
16451,5,4,26,15,11
16452,5,4,26,15,11
16453,5,4,26,15,11
16454,5,4,26,15,11
16455,5,4,26,15,11
16456,5,4,26,15,11
16457,5,4,26,15,11
16458,5,4,26,15,11
16459,5,4,26,15,11
16460,5,4,26,15,11
16461,5,4,26,15,11
16462,5,4,26,15,11
16463,5,4,26,15,11
16464,5,4,26,15,11
16465,5,4,26,15,11
16466,5,4,26,15,11
16467,5,4,26,15,11
16468,5,4,26,15,11
16469,5,4,26,15,11
16470,5,4,26,15,11
16471,5,4,26,15,11
16472,5,4,26,15,11
16473,5,4,26,15,11
16474,5,4,26,15,11
16475,5,4,26,15,11
16476,5,4,26,15,11
16477,5,4,26,15,11
16478,5,4,26,15,11
16479,5,4,26,15,11
16480,5,4,26,15,11
16481,5,4,26,15,11
16482,5,4,26,15,11
16483,5,4,26,15,11
16484,5,4,26,15,11
16485,5,4,26,15,11
16486,5,4,26,15,11
16487,5,4,26,15,11
16488,5,4,26,15,11
16489,5,4,26,15,11
16490,5,4,26,15,11
16491,5,4,26,15,11
16492,5,4,26,15,11
16493,5,4,26,15,11
16494,5,4,26,15,11
16495,5,4,26,15,11
16496,5,4,26,15,11
16497,5,4,26,15,11
16498,5,4,26,15,11
16499,5,4,26,15,11
16500,5,4,26,15,11
16501,5,4,26,15,11
16502,5,4,26,15,11
16503,5,4,26,15,11
16504,5,4,26,15,11
16505,5,4,26,15,11
16506,5,4,26,15,11
16507,5,4,26,15,11
16508,5,4,26,15,11
16509,5,4,26,15,11
16510,5,4,26,15,11
16511,5,4,26,15,11
16512,5,4,26,15,11
16513,5,4,26,15,11
16514,5,4,26,15,11
16515,5,4,26,15,11
16516,5,4,26,15,11
16517,5,4,26,15,11
16518,5,4,26,15,11
16519,5,4,26,15,11
16520,5,4,26,15,11
16521,5,4,26,15,11
16522,5,4,26,15,11
16523,5,4,26,15,11
16524,5,4,26,15,11
16525,5,4,26,15,11
16526,5,4,26,15,11
16527,5,4,26,15,11
16528,5,4,26,15,11
16529,5,4,26,15,11
16530,5,4,26,15,11
16531,5,4,26,15,11
16532,5,4,26,15,11
16533,5,4,26,15,11
16534,5,4,26,15,11
16535,5,4,26,15,11
16536,5,4,26,15,11
16537,5,4,26,15,11
16538,5,4,26,15,11
16539,5,4,26,15,11
16540,5,4,26,15,11
16541,5,4,26,15,11
16542,5,4,26,15,11
16543,5,4,26,15,11
16544,5,4,26,15,11
16545,5,4,26,15,11
16546,5,4,26,15,11
16547,5,4,26,15,11
16548,5,4,26,15,11
16549,5,4,26,15,11
16550,5,4,26,15,11
16551,5,4,26,15,11
16552,5,4,26,15,11
16553,5,4,26,15,11
16554,5,4,26,15,11
16555,5,4,26,15,11
16556,5,4,26,15,11
16557,5,4,26,15,11
16558,5,4,26,15,11
16559,5,4,26,15,11
16560,5,4,26,15,11
16561,5,4,26,15,11
16562,5,4,26,15,11
16563,5,4,26,15,11
16564,5,4,26,15,11
16565,5,4,26,15,11
16566,5,4,26,15,11
16567,5,4,26,15,11
16568,5,4,26,15,11
16569,5,4,26,15,11
16570,5,4,26,15,11
16571,5,4,26,15,11
16572,5,4,26,15,11
16573,5,4,26,15,11
16574,5,4,26,15,11
16575,5,4,26,15,11
16576,5,4,26,15,11
16577,5,4,26,15,11
16578,5,4,26,15,11
16579,5,4,26,15,11
16580,5,4,26,15,11
16581,5,4,26,15,11
16582,5,4,26,15,11
16583,5,4,26,15,11
16584,5,4,26,15,11
16585,5,4,26,15,11
16586,5,4,26,15,11
16587,5,4,26,15,11
16588,5,4,26,15,11
16589,5,4,26,15,11
16590,5,4,26,15,11
16591,5,4,26,15,11
16592,5,4,26,15,11
16593,5,4,26,15,11
16594,5,4,26,15,11
16595,5,4,26,15,11
16596,5,4,26,15,11
16597,5,4,26,15,11
16598,5,4,26,15,11
16599,5,4,26,15,11
16600,5,4,26,15,11
16601,5,4,26,15,11
16602,5,4,26,15,11
16603,5,4,26,15,11
16604,5,4,26,15,11
16605,5,4,26,15,11
16606,5,4,26,15,11
16607,5,4,26,15,11
16608,5,4,26,15,11
16609,5,4,26,15,11
16610,5,4,26,15,11
16611,5,4,26,15,11
16612,5,4,26,15,11
16613,5,4,26,15,11
16614,5,4,26,15,11
16615,5,4,26,15,11
16616,5,4,26,15,11
16617,5,4,26,15,11
16618,5,4,26,15,11
16619,5,4,26,15,11
16620,5,4,26,15,11
16621,5,4,26,15,11
16622,5,4,26,15,11
16623,5,4,26,15,11
16624,5,4,26,15,11
16625,5,4,26,15,11
16626,5,4,26,15,11
16627,5,4,26,15,11
16628,5,4,26,15,11
16629,5,4,26,15,11
16630,5,4,26,15,11
16631,5,4,26,15,11
16632,5,4,26,15,11
16633,5,4,26,15,11
16634,5,4,26,15,11
16635,5,4,26,15,11
16636,5,4,26,15,11
16637,5,4,26,15,11
16638,5,4,26,15,11
16639,5,4,26,15,11
16640,5,4,26,15,11
16641,5,4,26,15,11
16642,5,4,26,15,11
16643,5,4,26,15,11
16644,5,4,26,15,11
16645,5,4,26,15,11
16646,5,4,26,15,11
16647,5,4,26,15,11
16648,5,4,26,15,11
16649,5,4,26,15,11
16650,5,4,26,15,11
16651,5,4,26,15,11
16652,5,4,26,15,11
16653,5,4,26,15,11
16654,5,4,26,15,11
16655,5,4,26,15,11
16656,5,4,26,15,11
16657,5,4,26,15,11
16658,5,4,26,15,11
16659,5,4,26,15,11
16660,5,4,26,15,11
16661,5,4,26,15,11
16662,5,4,26,15,11
16663,5,4,26,15,11
16664,5,4,26,15,11
16665,5,4,26,15,11
16666,5,4,26,15,11
16667,5,4,26,15,11
16668,5,4,26,15,11
16669,5,4,26,15,11
16670,5,4,26,15,11
16671,5,4,26,15,11
16672,5,4,26,15,11
16673,5,4,26,15,11
16674,5,4,26,15,11
16675,5,4,26,15,11
16676,5,4,26,15,11
16677,5,4,26,15,11
16678,5,4,26,15,11
16679,5,4,26,15,11
16680,5,4,26,15,11
16681,5,4,26,15,11
16682,5,4,26,15,11
16683,5,4,26,15,11
16684,5,4,26,15,11
16685,5,4,26,15,11
16686,5,4,26,15,11
16687,5,4,26,15,11
16688,5,4,26,15,11
16689,5,4,26,15,11
16690,5,4,26,15,11
16691,5,4,26,15,11
16692,5,4,26,15,11
16693,5,4,26,15,11
16694,5,4,26,15,11
16695,5,4,26,15,11
16696,5,4,26,15,11
16697,5,4,26,15,11
16698,5,4,26,15,11
16699,5,4,26,15,11
16700,5,4,26,15,11
16701,5,4,26,15,11
16702,5,4,26,15,11
16703,5,4,26,15,11
16704,5,4,26,15,11
16705,5,4,26,15,11
16706,5,4,26,15,11
16707,5,4,26,15,11
16708,5,4,26,15,11
16709,5,4,26,15,11
16710,5,4,26,15,11
16711,5,4,26,15,11
16712,5,4,26,15,11
16713,5,4,26,15,11
16714,5,4,26,15,11
16715,5,4,26,15,11
16716,5,4,26,15,11
16717,5,4,26,15,11
16718,5,4,26,15,11
16719,5,4,26,15,11
16720,5,4,26,15,11
16721,5,4,26,15,11
16722,5,4,26,15,11
16723,5,4,26,15,11
16724,5,4,26,15,11
